number,url,title,quadrant,type,age_days,created,labels
15597,https://github.com/dotnet/aspire/issues/15597,[Deployment E2E] Nightly test failure - 2026-03-26,Infra,bug,18,2026-03-26,area-testing; deployment-e2e
15593,https://github.com/dotnet/aspire/issues/15593,Remove sigstore workaround,Inner Loop,feature,18,2026-03-26,area-cli
15592,https://github.com/dotnet/aspire/issues/15592,Configure Cosmos Preview emulator to emit otel,Integrations,feature,18,2026-03-26,area-integrations
15588,https://github.com/dotnet/aspire/issues/15588,VS Code can't run resource command due to app host path case sensitivity mismatch,Inner Loop,feature,19,2026-03-25,area-cli
15581,https://github.com/dotnet/aspire/issues/15581,Aspire doesn't add development certificate to dev-certs storage,Polyglot,feature,19,2026-03-25,area-app-model
15579,https://github.com/dotnet/aspire/issues/15579,VS Code shouldn't show code lens on commented out resources,Inner Loop,feature,19,2026-03-25,area-app-model
15578,https://github.com/dotnet/aspire/issues/15578,VS Code - Debug doesn't work if app host fails before build,Inner Loop,bug,19,2026-03-25,area-extension
15576,https://github.com/dotnet/aspire/issues/15576,`aspire ps` hangs if app host is broken on a breakpoint,Uncategorized,bug,19,2026-03-25,needs-area-label
15575,https://github.com/dotnet/aspire/issues/15575,VS Code Extension + `DistributedApplicationTestingBuilder`,Inner Loop,feature,19,2026-03-25,area-extension
15569,https://github.com/dotnet/aspire/issues/15569,[Deployment E2E] Nightly test failure - 2026-03-25,Infra,bug,19,2026-03-25,area-testing; deployment-e2e
15556,https://github.com/dotnet/aspire/issues/15556,Foundry CapHost Failed to Deploy,Inner Loop,bug,19,2026-03-24,area-integrations; azure; ai
15550,https://github.com/dotnet/aspire/issues/15550,template should indicate TS apphost [Starter App (Express/React)],Polyglot,feature,20,2026-03-24,area-templates; area-polyglot
15539,https://github.com/dotnet/aspire/issues/15539,`aspire deploy` with typescript apphost should have better default Azure Resource Group,Integrations,feature,20,2026-03-24,area-integrations; azure
15538,https://github.com/dotnet/aspire/issues/15538,[CI] Add validation of bundles generated for the various OS/arch combinations,Infra,feature,20,2026-03-24,area-engineering-systems
15535,https://github.com/dotnet/aspire/issues/15535,[CI] Build Aspire cli for Windows/Arm natively,Infra,feature,20,2026-03-24,area-engineering-systems; area-cli
15533,https://github.com/dotnet/aspire/issues/15533,add apphost file associations,Inner Loop,feature,20,2026-03-24,area-extension
15523,https://github.com/dotnet/aspire/issues/15523,Multiple AppHosts with the same port report they launch successfully at the same time,Inner Loop,feature,20,2026-03-24,area-app-model
15519,https://github.com/dotnet/aspire/issues/15519,[Deployment E2E] Nightly test failure - 2026-03-24,Infra,bug,20,2026-03-24,area-testing; deployment-e2e
15518,https://github.com/dotnet/aspire/issues/15518,Aspire no longer opening UI windows of resources,Polyglot,bug,20,2026-03-24,area-orchestrator; ‼️regression-from-last-release
15509,https://github.com/dotnet/aspire/issues/15509,Kusto tests failing on CI,Infra,bug,20,2026-03-23,area-app-model; azure; disabled-tests; failing-test
15493,https://github.com/dotnet/aspire/issues/15493,[Deployment E2E] Nightly test failure - 2026-03-23,Infra,bug,21,2026-03-23,area-testing; deployment-e2e
15492,https://github.com/dotnet/aspire/issues/15492,Support for building multiple target platforms via `aspire do build-[resource]`,Deployment,feature,21,2026-03-23,area-deployment
15490,https://github.com/dotnet/aspire/issues/15490,"CLI should warn when apphost path is set in global settings, disallow setting it via aspire config, and remove that property from the schema",Inner Loop,feature,21,2026-03-22,area-cli
15489,https://github.com/dotnet/aspire/issues/15489,TypeScript AppHost Node process does not trust dev certs,Inner Loop,feature,21,2026-03-22,area-app-model; area-cli; area-polyglot
15488,https://github.com/dotnet/aspire/issues/15488,First time run of 13.2 on an existing C# apphost the `aspire.config.json` is not created.,Inner Loop,feature,21,2026-03-22,area-cli
15486,https://github.com/dotnet/aspire/issues/15486,TypeScript AppHost: invalid endpoint name in getEndpoint()/withEnvironmentEndpoint() can cause silent FailedToStart with no diagnostics,Polyglot,bug,21,2026-03-22,area-app-model
15485,https://github.com/dotnet/aspire/issues/15485,Bettter Log filtering capabilities for MCP/CLI,Inner Loop,feature,22,2026-03-22,area-cli; area-mcp
15484,https://github.com/dotnet/aspire/issues/15484,Hang on building image webfrontend,Inner Loop,feature,22,2026-03-22,area-cli
15483,https://github.com/dotnet/aspire/issues/15483,Can't get Azure Cache for Redis integration to work with RBAC,Integrations,feature,22,2026-03-22,area-integrations
15482,https://github.com/dotnet/aspire/issues/15482,Support launch profile in Aspire run command,Inner Loop,feature,22,2026-03-22,area-cli
15478,https://github.com/dotnet/aspire/issues/15478,[Deployment E2E] Nightly test failure - 2026-03-22,Infra,bug,22,2026-03-22,area-testing; deployment-e2e
15476,https://github.com/dotnet/aspire/issues/15476,Aspire CLI `aspire update` breaks project with Central Package Management (13.1.3),Inner Loop,feature,22,2026-03-21,area-acquisition
15469,https://github.com/dotnet/aspire/issues/15469,[Deployment E2E] Nightly test failure - 2026-03-21,Infra,bug,23,2026-03-21,area-testing; deployment-e2e
15462,https://github.com/dotnet/aspire/issues/15462,azure-samples link broken in readme.md,Infra,bug,23,2026-03-21,area-samples
15459,https://github.com/dotnet/aspire/issues/15459,Error when launchSettings.json is missing,Inner Loop,bug,23,2026-03-20,area-cli
15449,https://github.com/dotnet/aspire/issues/15449,Add GetOpenAIResponseClient APIs,Integrations,feature,24,2026-03-20,area-integrations
15448,https://github.com/dotnet/aspire/issues/15448,apphost.ts `aspire publish` goes to ~/.aspire/bundle-hosts,Polyglot,feature,24,2026-03-20,area-polyglot
15443,https://github.com/dotnet/aspire/issues/15443,Long Command names can overflow Commands submenu,Dashboard,feature,24,2026-03-20,area-dashboard
15438,https://github.com/dotnet/aspire/issues/15438,[AspireE2E] An error “Cannot create a JSObjectReference from the value 'undefined'” occurs when quickly switching to details page and closing it,Dashboard,bug,24,2026-03-20,area-dashboard
15435,https://github.com/dotnet/aspire/issues/15435,"[AspireE2E] When running an Aspire project in VS Code, the GitHub Copilot chat in the Dashboard is showing an error.",Inner Loop,bug,24,2026-03-20,vs
15431,https://github.com/dotnet/aspire/issues/15431,"[AspireE2E]After adding the Maui Aspire integration, rebuilding the myapp-windows project with error ""Rebuilder resource for 'myapp-windows' not found.""",Dashboard,bug,24,2026-03-20,area-dashboard; area-app-model
15430,https://github.com/dotnet/aspire/issues/15430,"[AspireE2E] When running an Aspire project and stopping the backend service, the frontend page displays ""loading"" and there is no error information in the dashboard.",Polyglot,bug,24,2026-03-20,area-templates
15429,https://github.com/dotnet/aspire/issues/15429,"[AspireE2E] When running the project from the output path using Aspire run, it keeps displaying ""Connecting to apphost...""",Inner Loop,feature,24,2026-03-20,area-cli
15427,https://github.com/dotnet/aspire/issues/15427,"[AspireE2E] In VS Code, the option window that asks ""Would you like to configure AI agent environments for this project?"" appears for less than a second and then disappears, making it unselectable.",Inner Loop,feature,24,2026-03-20,area-tooling
15426,https://github.com/dotnet/aspire/issues/15426,"[AspireE2E] When creating and running the Aspire Starter App (Express/React) in VS Code, the app resources fail to stop on the dashboard page.",Dashboard,bug,24,2026-03-20,area-orchestrator
15425,https://github.com/dotnet/aspire/issues/15425,[Deployment E2E] Nightly test failure - 2026-03-20,Infra,bug,24,2026-03-20,area-testing; deployment-e2e
15412,https://github.com/dotnet/aspire/issues/15412,Replace SHA-256 with non-cryptographic hash for socket/pipe path naming,Polyglot,feature,24,2026-03-19,area-polyglot
15402,https://github.com/dotnet/aspire/issues/15402,CLI config discovery doesn't find aspire.config.json adjacent to AppHost in subdirectory,Inner Loop,feature,25,2026-03-19,area-cli
15399,https://github.com/dotnet/aspire/issues/15399,Polyglot (guest) AppHost restore does not isolate staging NuGet packages from global cache,Inner Loop,feature,25,2026-03-19,area-cli
15398,https://github.com/dotnet/aspire/issues/15398,Remove dashboard AI integration or use copilot CLI instead of vs/vsc integration,Dashboard,feature,25,2026-03-19,area-dashboard
15396,https://github.com/dotnet/aspire/issues/15396,aspire add --version should not prompt for a version,Inner Loop,feature,25,2026-03-19,area-cli
15382,https://github.com/dotnet/aspire/issues/15382,New Account Create,Integrations,feature,25,2026-03-19,area-integrations
15380,https://github.com/dotnet/aspire/issues/15380,"[AspireE2E] Aspire Dashboard: ""Showing 0 parameters"" is not localized.",Dashboard,feature,25,2026-03-19,area-dashboard
15376,https://github.com/dotnet/aspire/issues/15376,[Deployment E2E] Nightly test failure - 2026-03-19,Infra,bug,25,2026-03-19,area-testing; deployment-e2e
15374,https://github.com/dotnet/aspire/issues/15374,Remove Obsolete model entries from preview Aspire.Hosting.Foundry package,Integrations,feature,25,2026-03-18,area-integrations; untriaged
15368,https://github.com/dotnet/aspire/issues/15368,AzureDataLakeStorageFileSystemResource should implement IAzurePrivateEndpointTarget,Integrations,feature,25,2026-03-18,area-integrations; untriaged
15366,https://github.com/dotnet/aspire/issues/15366,Cannot install a specific version,Inner Loop,feature,26,2026-03-18,area-acquisition
15363,https://github.com/dotnet/aspire/issues/15363,VS Code Extension: Panel empty and update button does not work,Inner Loop,feature,26,2026-03-18,needs-area-label
15349,https://github.com/dotnet/aspire/issues/15349,Role AI Model Access,Inner Loop,feature,26,2026-03-18,needs-area-label
15348,https://github.com/dotnet/aspire/issues/15348,[Deployment E2E] Nightly test failure - 2026-03-18,Infra,bug,26,2026-03-18,area-testing; deployment-e2e
15339,https://github.com/dotnet/aspire/issues/15339,Use emoji in ConsoleActivityLogger?,Uncategorized,feature,26,2026-03-18,needs-area-label
15335,https://github.com/dotnet/aspire/issues/15335,Automate version stabilization: dynamically compute package versions instead of hardcoding,Integrations,feature,26,2026-03-17,area-integrations
15322,https://github.com/dotnet/aspire/issues/15322,Improve deploy pipeline step DX by introducing `skip` state,Deployment,feature,27,2026-03-17,area-deployment
15320,https://github.com/dotnet/aspire/issues/15320,Polyglot-Compatible Integration Discovery,Integrations,feature,27,2026-03-17,area-integrations; area-polyglot
15316,https://github.com/dotnet/aspire/issues/15316,Streamline permissions when creating a volume,Integrations,feature,27,2026-03-17,area-integrations
15309,https://github.com/dotnet/aspire/issues/15309,Remove MakeSafeFormatter workaround after Spectre.Console fix,Inner Loop,feature,27,2026-03-17,area-cli
15304,https://github.com/dotnet/aspire/issues/15304,[Deployment E2E] Nightly test failure - 2026-03-17,Infra,bug,27,2026-03-17,area-testing; deployment-e2e
15303,https://github.com/dotnet/aspire/issues/15303,Guide polyglot users in the right direction,Polyglot,feature,27,2026-03-17,needs-area-label
15295,https://github.com/dotnet/aspire/issues/15295,Aspire explorer not showing my running apphost,Uncategorized,feature,27,2026-03-16,needs-area-label
15292,https://github.com/dotnet/aspire/issues/15292,[Blog post] Add post for the new `aspire doctor` command and CLI improvements,Inner Loop,feature,28,2026-03-16,blog-post
15290,https://github.com/dotnet/aspire/issues/15290,[Blog post] Add Aspire 13.2 post for Bun support and container enhancements,Uncategorized,feature,28,2026-03-16,blog-post
15288,https://github.com/dotnet/aspire/issues/15288,[Blog post] Add post for Detached Mode and Process Management in Aspire 13.2,Infra,feature,28,2026-03-16,area-meta; blog-post
15287,https://github.com/dotnet/aspire/issues/15287,[Blog post] Add post for running multiple Aspire projects without port conflicts,Uncategorized,feature,28,2026-03-16,blog-post
15286,https://github.com/dotnet/aspire/issues/15286,[Blog Post] Add new post for Aspire 13.2 dashboard export and telemetry features,Polyglot,feature,28,2026-03-16,blog-post
15284,https://github.com/dotnet/aspire/issues/15284,Installer work,Inner Loop,feature,28,2026-03-16,area-acquisition; tracking
15282,https://github.com/dotnet/aspire/issues/15282,Aspire polyglot should enable nuget signature verification on Linux,Polyglot,feature,28,2026-03-16,area-polyglot
15274,https://github.com/dotnet/aspire/issues/15274,[AspireE2E]The health check details show an exception ”System.Threading.Tasks.TaskCanceledException: A task was canceled.“ after rebuilding the project,Uncategorized,bug,28,2026-03-16,needs-area-label
15273,https://github.com/dotnet/aspire/issues/15273,[AspireE2E] The time format settings on the dashboard are not localized,Polyglot,feature,28,2026-03-16,area-templates
15271,https://github.com/dotnet/aspire/issues/15271,[Deployment E2E] Nightly test failure - 2026-03-16,Infra,bug,28,2026-03-16,area-testing; deployment-e2e
15264,https://github.com/dotnet/aspire/issues/15264,Skip Interactive resources when running tests,Infra,feature,29,2026-03-15,area-testing
15263,https://github.com/dotnet/aspire/issues/15263,Smooth rough edges when publishing integration packages,Integrations,feature,29,2026-03-15,area-integrations
15260,https://github.com/dotnet/aspire/issues/15260,Backslash in `obj` folder name with `.esproj` projects on macOS,Polyglot,feature,29,2026-03-15,area-templates
15258,https://github.com/dotnet/aspire/issues/15258,[Deployment E2E] Nightly test failure - 2026-03-15,Infra,bug,29,2026-03-15,area-testing; deployment-e2e
