number,url,title,quadrant,type,age_days,created,labels
11794,https://github.com/dotnet/aspire/issues/11794,Invalid endpoint should fail to start resource,Polyglot,bug,193,2025-10-02,area-app-model
11787,https://github.com/dotnet/aspire/issues/11787,BeforeStartEvent is too early in the pipeline for ACA / AppService resources to process compute resources,Deployment,feature,193,2025-10-01,area-app-model
11775,https://github.com/dotnet/aspire/issues/11775,using AddAzureFunctionsProject() in conjunction with openapi for azure functions breaks swagger ui,Integrations,feature,194,2025-10-01,area-integrations
11773,https://github.com/dotnet/aspire/issues/11773,Expose `NoLaunchProfile` in `DistributedApplicationOptions` to disable using launchProfile.json permanently,Inner Loop,feature,194,2025-10-01,area-app-model
11769,https://github.com/dotnet/aspire/issues/11769,Cannot select specific resource instance in standalone dashboard,Dashboard,feature,194,2025-10-01,area-dashboard
11764,https://github.com/dotnet/aspire/issues/11764,"Running aspire run in the repo root of dotnet/aspire caues a ""Too many open files"" error",Inner Loop,bug,194,2025-10-01,area-cli
11760,https://github.com/dotnet/aspire/issues/11760,"ResourceUrlAnnotation.DisplayOrder is a field, not a property",Polyglot,feature,194,2025-10-01,area-app-model; breaking-change
11716,https://github.com/dotnet/aspire/issues/11716,Support exposing dashboard OTLP endpoint via a dev tunnel,Inner Loop,feature,196,2025-09-29,area-integrations; devtunnels
11711,https://github.com/dotnet/aspire/issues/11711,"Aspire 9.5: Debugging e2e DistributedApplicationTestingBuilder tests with Blazor Web (with wasm) projects spins up multiple browsers, times out",Inner Loop,bug,196,2025-09-29,area-tooling; ‼️regression-from-last-release; vs; blazor-wasm
11710,https://github.com/dotnet/aspire/issues/11710,Add Support for Postgres v18 and DataVolume,Integrations,feature,196,2025-09-29,area-integrations; postgres
11709,https://github.com/dotnet/aspire/issues/11709,Azure Storage Change Feed,Integrations,feature,196,2025-09-29,area-integrations; azure; azure-storage
11708,https://github.com/dotnet/aspire/issues/11708,Add possibility to add a SqlFilter to Azure ServiceBus subscription,Integrations,feature,196,2025-09-29,area-integrations; azure; azure-servicebus
11696,https://github.com/dotnet/aspire/issues/11696,RabbitMq V7 Client library missing readme,Integrations,feature,197,2025-09-28,area-integrations
11689,https://github.com/dotnet/aspire/issues/11689,Add support for aspire add to create proj references,Inner Loop,feature,197,2025-09-28,area-cli
11686,https://github.com/dotnet/aspire/issues/11686,Running `aspire new` and then canceling with CTRL-C makes terminal cursor disappear,Uncategorized,feature,198,2025-09-27,needs-retriage
11676,https://github.com/dotnet/aspire/issues/11676,Add ACA Container App Jobs extension methods for Event Triggers,Deployment,feature,199,2025-09-26,area-integrations; azure; area-azure-aca
11659,https://github.com/dotnet/aspire/issues/11659,Implement a first time dashboard tour,Dashboard,feature,200,2025-09-25,area-dashboard
11658,https://github.com/dotnet/aspire/issues/11658,Dev tunnels and device code login does not show up in the dashboard,Inner Loop,feature,200,2025-09-25,area-integrations; devtunnels
11655,https://github.com/dotnet/aspire/issues/11655,Usefulness of `aspire update` is limited when we don't update other dependencies when CPM is in use.,Inner Loop,feature,200,2025-09-25,area-cli
11650,https://github.com/dotnet/aspire/issues/11650,`aspire update` fails on https://github.com/azure/eshoponazure,Inner Loop,bug,200,2025-09-24,area-cli; aarea-cl
11636,https://github.com/dotnet/aspire/issues/11636,Kusto emulator health check fails on MacOS,Integrations,bug,201,2025-09-24,area-integrations; azure
11622,https://github.com/dotnet/aspire/issues/11622,Docker compose published environment values computed incorrectly,Deployment,bug,201,2025-09-24,area-deployment; silent-failure
11608,https://github.com/dotnet/aspire/issues/11608,Hide dev tunnel authentication expired notification once user is logged in again,Inner Loop,feature,202,2025-09-23,area-integrations; devtunnels
11606,https://github.com/dotnet/aspire/issues/11606,`IProjectMetadata` abstraction should be generalized outside of `Aspire`,Polyglot,feature,202,2025-09-23,area-app-model
11605,https://github.com/dotnet/aspire/issues/11605,Error Deploying .NET Aspire ViteApp Using azd in Azure DevOps Pipeline,Deployment,bug,202,2025-09-23,area-deployment
11604,https://github.com/dotnet/aspire/issues/11604,Urls column on dashboard is not helpful with multiple endpoints.,Dashboard,feature,202,2025-09-23,area-dashboard
11603,https://github.com/dotnet/aspire/issues/11603,Have Mangement UIs add `Manage` links to the resources they manage,Integrations,feature,202,2025-09-23,area-integrations
11602,https://github.com/dotnet/aspire/issues/11602,Add Custom Icons to built in resources,Dashboard,feature,202,2025-09-23,area-dashboard; area-integrations
11596,https://github.com/dotnet/aspire/issues/11596,Investigate using `NuGet.Configuration` package for NuGet.config parsing logic.,Integrations,feature,202,2025-09-23,area-integrations
11595,https://github.com/dotnet/aspire/issues/11595,`aspire new` hangs on package install,Polyglot,feature,202,2025-09-23,area-templates
11590,https://github.com/dotnet/aspire/issues/11590,Enhance `aspire update` so it can handle multi-apphost repos like Community Toolkit,Inner Loop,feature,202,2025-09-22,area-cli
11589,https://github.com/dotnet/aspire/issues/11589,`aspire update` should fail gracefully when .NET is not found,Inner Loop,bug,202,2025-09-22,area-cli
11550,https://github.com/dotnet/aspire/issues/11550,"Windows ARM64: Health checks are performed over IPv6 only, while docker defaults to IPv4",Polyglot,feature,203,2025-09-22,area-app-model
11542,https://github.com/dotnet/aspire/issues/11542,Docker Compose Image Tag for Projects,Deployment,feature,204,2025-09-21,area-app-model
11541,https://github.com/dotnet/aspire/issues/11541,Document the way of sharing code between AppHost and its referenced projects,Polyglot,feature,204,2025-09-21,area-app-model
11535,https://github.com/dotnet/aspire/issues/11535,`aspire new` should show how `aspire new/init` will mutate filesystem.,Inner Loop,feature,205,2025-09-20,area-cli
11534,https://github.com/dotnet/aspire/issues/11534,Support configuring HTTPS endpoint in YARP via extension methods,Integrations,feature,205,2025-09-20,area-integrations; yarp
11519,https://github.com/dotnet/aspire/issues/11519,Default Azure Kusto SKU,Integrations,feature,206,2025-09-19,area-integrations
11517,https://github.com/dotnet/aspire/issues/11517,Aspire CLI - `aspire deploy` filter Azure subs/locs,Deployment,feature,206,2025-09-19,area-deployment
11510,https://github.com/dotnet/aspire/issues/11510,ability to get logs from resoureses,Infra,feature,206,2025-09-19,area-app-testing
11501,https://github.com/dotnet/aspire/issues/11501,`aspire deploy` can hang on Docker health check if daemon is busy,Deployment,feature,206,2025-09-18,area-deployment
11494,https://github.com/dotnet/aspire/issues/11494,Calling `aspire new` on repo with existing files fails,Inner Loop,bug,207,2025-09-18,area-cli
11487,https://github.com/dotnet/aspire/issues/11487,DistributedApplicationRunner unconditionally completes publish,Deployment,feature,207,2025-09-18,area-deployment
11458,https://github.com/dotnet/aspire/issues/11458,`aspire update` doesn't fully upgrade sdk,Inner Loop,feature,208,2025-09-17,area-cli
11456,https://github.com/dotnet/aspire/issues/11456,Yarp static files proxying does not support handling 404s,Integrations,feature,208,2025-09-17,area-integrations; yarp
11447,https://github.com/dotnet/aspire/issues/11447,Support installing the devtunnel CLI from the dashboard notification,Inner Loop,feature,208,2025-09-17,area-integrations; devtunnels
11443,https://github.com/dotnet/aspire/issues/11443,Add `WithBuildSecret` overload that accepts a file path,Deployment,feature,209,2025-09-16,area-deployment
11440,https://github.com/dotnet/aspire/issues/11440,"Devtunnel port resources can take a long time to move to ""Running"" state after tunnel is established",Inner Loop,feature,209,2025-09-16,area-integrations; devtunnels
11434,https://github.com/dotnet/aspire/issues/11434,Docker Model Runner (DMR) Support,Polyglot,feature,209,2025-09-16,area-app-model
11430,https://github.com/dotnet/aspire/issues/11430,Enable restarting the apphost from the aspire cli run command,Inner Loop,feature,209,2025-09-16,needs-area-label
11428,https://github.com/dotnet/aspire/issues/11428,ExternalServiceResource should implement IResourceWithEndpoints,Polyglot,feature,209,2025-09-16,area-app-model
11413,https://github.com/dotnet/aspire/issues/11413,Docker pull from container registry image fails due to Proxy Usage / docker bug,Polyglot,bug,210,2025-09-15,area-orchestrator; external
11408,https://github.com/dotnet/aspire/issues/11408,"aspire deploy requires docker to be running, but azd up doesn't",Deployment,feature,210,2025-09-15,azure; area-deployment
11407,https://github.com/dotnet/aspire/issues/11407,ACA Container App Jobs break when launchSettings has kestrel settings,Deployment,bug,210,2025-09-15,azure; area-deployment; silent-failure
11403,https://github.com/dotnet/aspire/issues/11403,Fill Testing Gaps highlighted by Community Toolkit,Infra,feature,210,2025-09-15,area-app-testing
11401,https://github.com/dotnet/aspire/issues/11401,`GetEnvironmentVariableValuesAsync ` doesn't properly resolve `HostUrl`,Polyglot,feature,210,2025-09-15,area-app-model
11392,https://github.com/dotnet/aspire/issues/11392,Add InheritedBehaviorAnnotation to control parent-child state/event inheritance,Polyglot,feature,210,2025-09-14,area-app-model
11389,https://github.com/dotnet/aspire/issues/11389,Should DCP fail fast / log warnings if Docker is in Windows container mode?,Polyglot,bug,211,2025-09-14,area-orchestrator
11383,https://github.com/dotnet/aspire/issues/11383,request feature : Add default namespace for all Kubernetes resources & auto‑PVC creation for resources with DefaultStorageClassName,Integrations,feature,212,2025-09-13,area-integrations
11378,https://github.com/dotnet/aspire/issues/11378,Use community toolkit instead of npm restore task,Infra,feature,212,2025-09-13,area-samples
11377,https://github.com/dotnet/aspire/issues/11377,Support exposing Dashboard via a devtunnel resource,Dashboard,feature,212,2025-09-12,area-app-model; area-integrations; devtunnels
11371,https://github.com/dotnet/aspire/issues/11371,Using `InteractionSerivce` in `BeforeStart` deadlocks,Integrations,feature,213,2025-09-12,area-integrations
11370,https://github.com/dotnet/aspire/issues/11370,Code block in InteractionService MessageBox overflows,Dashboard,feature,213,2025-09-12,area-dashboard; interaction-service
11366,https://github.com/dotnet/aspire/issues/11366,VS .NET Aspire Orchestrator Support failes with Can't find program main in the .NET Aspire hosting project,Inner Loop,bug,213,2025-09-12,area-tooling
11365,https://github.com/dotnet/aspire/issues/11365,Feature Request: Remove values.yaml in Aspire Kubernetes Publish and Inline Configuration in ConfigMaps and Services.,Deployment,feature,213,2025-09-12,area-deployment; kubernetes
11358,https://github.com/dotnet/aspire/issues/11358,Investigate running concurrent AppHosts with the same devtunnel IDs,Inner Loop,feature,213,2025-09-12,area-integrations; devtunnels
11357,https://github.com/dotnet/aspire/issues/11357,Support issuing dev tunnel tokens via a resource command,Inner Loop,feature,213,2025-09-12,area-integrations; devtunnels
11356,https://github.com/dotnet/aspire/issues/11356,Verify behavior when calling WithReference to same target multiple times with dev tunnels,Inner Loop,feature,213,2025-09-12,area-integrations; devtunnels
11354,https://github.com/dotnet/aspire/issues/11354,Update dashboard support for uninstrumented peers to support non-leaf spans,Dashboard,feature,213,2025-09-12,area-dashboard; devtunnels
11353,https://github.com/dotnet/aspire/issues/11353,Add new `ResourceStartedEvent`,Polyglot,feature,213,2025-09-12,area-app-model
11351,https://github.com/dotnet/aspire/issues/11351,Enable support in dev tunnels for customizing forwarded headers,Inner Loop,feature,213,2025-09-11,area-integrations; devtunnels
11350,https://github.com/dotnet/aspire/issues/11350,Enable granting Microsoft tenants & GitHub orgs access to dev tunnels,Inner Loop,feature,213,2025-09-11,area-integrations; devtunnels
11346,https://github.com/dotnet/aspire/issues/11346,Enable on-demand devtunnel for any resource via a resource command,Inner Loop,feature,214,2025-09-11,area-integrations; devtunnels
11345,https://github.com/dotnet/aspire/issues/11345,Add more tests for dev tunnel hosting integration,Inner Loop,feature,214,2025-09-11,area-integrations; devtunnels
11343,https://github.com/dotnet/aspire/issues/11343,Generate and pass an access token to resources consuming a dev tunnel resource,Inner Loop,feature,214,2025-09-11,area-integrations; devtunnels
11341,https://github.com/dotnet/aspire/issues/11341,Dev tunnels integration improvements,Inner Loop,feature,214,2025-09-11,area-integrations; devtunnels
11337,https://github.com/dotnet/aspire/issues/11337,PostgreSQL container fails with SCRAM auth when started by Aspire if data volume exists: “password authentication failed for user 'postgres'”,Integrations,bug,214,2025-09-11,area-integrations; postgres
11332,https://github.com/dotnet/aspire/issues/11332,HorizontalPodAutoscalerV2 generates invalid metrics block in Kubernetes manifest,Deployment,feature,214,2025-09-11,area-app-model
11329,https://github.com/dotnet/aspire/issues/11329,aspire new triggered ArgumentOutOfRangeException,Inner Loop,bug,214,2025-09-11,area-cli; needs-retriage
11307,https://github.com/dotnet/aspire/issues/11307,"Support for native Azure Functions deployment in .NET Aspire (serverless model, not only ACA)",Deployment,feature,215,2025-09-10,area-integrations; azure; azure-functions
11306,https://github.com/dotnet/aspire/issues/11306,Log entry spread across multiple lines is reported as one line,Polyglot,feature,215,2025-09-10,area-orchestrator
11299,https://github.com/dotnet/aspire/issues/11299,Improve Exception Message for Missing Project Metadata Annotation in ResourceContainerImageBuilder.cs,Polyglot,bug,216,2025-09-09,area-app-model
11277,https://github.com/dotnet/aspire/issues/11277,Suggestion: Separate Parameters from Active Resources in Aspire Dashboard,Dashboard,feature,218,2025-09-07,area-dashboard
11274,https://github.com/dotnet/aspire/issues/11274,DCP names showing up in telemetry without replicas,Dashboard,feature,218,2025-09-07,area-dashboard
11271,https://github.com/dotnet/aspire/issues/11271,Custom Domain should update bicep,Deployment,feature,218,2025-09-07,azure; area-deployment
11269,https://github.com/dotnet/aspire/issues/11269,Provide API for deployment resources that product and push build artifacts,Deployment,feature,219,2025-09-06,area-deployment
11263,https://github.com/dotnet/aspire/issues/11263,[AspireE2E] Notification in the Aspire Dashboard does not localize when switching languages in the Dashboard settings.,Dashboard,feature,220,2025-09-05,area-dashboard
11256,https://github.com/dotnet/aspire/issues/11256,Role Assignment for Existing Azure Container Registry Fails Due to Bicep Scope Limitation,Deployment,bug,221,2025-09-04,area-integrations; azure; azure-container-apps
11238,https://github.com/dotnet/aspire/issues/11238,Persistent mongodb container recreated on every run,Integrations,feature,222,2025-09-03,area-integrations; mongodb
11218,https://github.com/dotnet/aspire/issues/11218,WithAccessKeyAuthentication/WithPasswordAuthentication doesn't work correctly with AsExisting resources in another resource group,Integrations,bug,223,2025-09-02,area-integrations; azure
11214,https://github.com/dotnet/aspire/issues/11214,"Dashboard not loading ""Internal server error.""",Deployment,bug,223,2025-09-02,area-azure-aca
11209,https://github.com/dotnet/aspire/issues/11209,Feature: SSH + Docker Compose remote deployment pipeline with automatic TLS and YARP ingress,Deployment,feature,223,2025-09-02,area-deployment; docker-compose; yarp
11202,https://github.com/dotnet/aspire/issues/11202,Enhance aspire update command to update Aspire itself and fix developer environment state,Inner Loop,bug,224,2025-09-01,area-templates; area-cli
11201,https://github.com/dotnet/aspire/issues/11201,Docker compose env interpolation support,Deployment,feature,224,2025-09-01,area-deployment; docker-compose
11189,https://github.com/dotnet/aspire/issues/11189,Templates from daily/PR channel/quality don't work by default with dotnet new or in VS because of missing NuGet.config,Polyglot,feature,226,2025-08-30,area-templates
11184,https://github.com/dotnet/aspire/issues/11184,Updating Milvus docker image tag is blocked due to a segfault,Integrations,feature,226,2025-08-30,area-integrations; external
11183,https://github.com/dotnet/aspire/issues/11183,Bug: aspire publish kubernetes Fails with Duplicate Endpoint Names and Port Resolution Errors,Deployment,bug,226,2025-08-30,area-deployment; kubernetes
11166,https://github.com/dotnet/aspire/issues/11166,Support EF Core Migrations with Aspire’s Environment Configuration without Forcing WebApp Startup,Integrations,feature,227,2025-08-28,area-integrations; entityframework
11153,https://github.com/dotnet/aspire/issues/11153,Support for Speech services,Inner Loop,feature,228,2025-08-28,area-integrations; azure; ai
11152,https://github.com/dotnet/aspire/issues/11152,AddAzureBlobClient ignores WithName when creating Health Check,Integrations,feature,228,2025-08-28,area-integrations
11151,https://github.com/dotnet/aspire/issues/11151,Describing resources,Dashboard,feature,228,2025-08-28,area-dashboard; area-app-model
11143,https://github.com/dotnet/aspire/issues/11143,Failing test: Aspire.Hosting.Tests.Backchannel.Exec.ProjectResourceExecTests.Exec_DotnetInfo_ProducesLogs_Success,Infra,bug,229,2025-08-27,testing ☑️; disabled-tests; area-cli; needs-retriage
11140,https://github.com/dotnet/aspire/issues/11140,Aspire Cli K8s Build WithEnvironment() Values all missing in values.yaml,Deployment,feature,229,2025-08-27,area-deployment; kubernetes
11128,https://github.com/dotnet/aspire/issues/11128,.NET location cannot be found in Linux on a Clean Template of AppHost Console,Inner Loop,feature,229,2025-08-27,area-tooling
11124,https://github.com/dotnet/aspire/issues/11124,📝Add Aspire CLI option to publish output file without building container images,Deployment,feature,229,2025-08-27,area-deployment
11122,https://github.com/dotnet/aspire/issues/11122,Add a text filter to the console logs page,Dashboard,feature,229,2025-08-26,area-dashboard
11121,https://github.com/dotnet/aspire/issues/11121,Provide CSV export option in dashboard console logs,Dashboard,feature,229,2025-08-26,area-dashboard
11119,https://github.com/dotnet/aspire/issues/11119,Resource Filter in Structured Logs not respected after restart,Dashboard,feature,230,2025-08-26,area-dashboard
11096,https://github.com/dotnet/aspire/issues/11096,[META]: Azure Container Apps support,Deployment,feature,231,2025-08-25,area-deployment
11086,https://github.com/dotnet/aspire/issues/11086,Add support for BYO certificate with `ConfigureCustomDomain(...)`,Deployment,feature,231,2025-08-25,azure; area-deployment
11077,https://github.com/dotnet/aspire/issues/11077,Lots of logs in a single trace looks noisy in trace graph,Dashboard,feature,233,2025-08-23,area-dashboard
11072,https://github.com/dotnet/aspire/issues/11072,Rebuild & Restart aspire project when restarting from aspire dashboard,Inner Loop,feature,234,2025-08-22,area-tooling
11061,https://github.com/dotnet/aspire/issues/11061,Define interface for resolving deployment environment domain,Deployment,feature,234,2025-08-21,area-deployment
11045,https://github.com/dotnet/aspire/issues/11045,Optional prefix in `WithOtlpExporter`,Polyglot,bug,235,2025-08-21,area-app-model
11033,https://github.com/dotnet/aspire/issues/11033,Implement GetValueAsync API on ContainerPortReference for build output port resolution,Deployment,feature,236,2025-08-20,area-deployment
11021,https://github.com/dotnet/aspire/issues/11021,Since Aspire.Hosting.Testing 9.4 the tests throws TaskCanceledException,Infra,bug,236,2025-08-20,area-app-testing
11020,https://github.com/dotnet/aspire/issues/11020,Failing test: Aspire.Hosting.Azure.Tests.AzureAppServiceTests.PublishAsAzureAppServiceWebsite_ThrowsIfNoEnvironment,Infra,bug,236,2025-08-20,area-engineering-systems; testing ☑️; flaky-test
10996,https://github.com/dotnet/aspire/issues/10996,Support either `netstandard` or `net472` on `Microsoft.Extensions.ServiceDiscovery`,Polyglot,feature,239,2025-08-17,area-service-discovery
10995,https://github.com/dotnet/aspire/issues/10995,"Containers stuck in ""unhealthy"" state when starting multiple dependencies with wait-for in Aspire 9.3",Polyglot,feature,239,2025-08-17,area-orchestrator
10994,https://github.com/dotnet/aspire/issues/10994,aspire publish produces invalid helm configuration for database secrets,Deployment,feature,239,2025-08-17,area-deployment; kubernetes
10977,https://github.com/dotnet/aspire/issues/10977,[Failing test]: DependentResourceWaitsForOpenAIModelResourceWithHealthCheckToBeHealthy,Infra,bug,241,2025-08-15,area-integrations; flaky-test; quarantined-test
10975,https://github.com/dotnet/aspire/issues/10975,Aspire CLI - Add to existing solution,Inner Loop,feature,241,2025-08-15,area-cli
10970,https://github.com/dotnet/aspire/issues/10970,Analyzer to detect ReferenceExpressions ending up as regular interpolated strings rather than `ReferenceExpressions`,Polyglot,feature,242,2025-08-14,area-app-model
10969,https://github.com/dotnet/aspire/issues/10969,Unclear error if executable has a long arguments,Polyglot,bug,242,2025-08-14,area-orchestrator
10953,https://github.com/dotnet/aspire/issues/10953,Configure AI chat client OpenTelemetry settings,Inner Loop,feature,242,2025-08-14,area-integrations; ai
10951,https://github.com/dotnet/aspire/issues/10951,ContainerExecutableResource,Polyglot,feature,242,2025-08-14,area-app-model
10940,https://github.com/dotnet/aspire/issues/10940,Add a top level folder for Aspire cli archives on linux,Infra,feature,243,2025-08-13,area-engineering-systems
10937,https://github.com/dotnet/aspire/issues/10937,AI Foundry Local and .NET Aspire in WSL2 / Linux,Inner Loop,feature,243,2025-08-13,area-integrations; ai
10925,https://github.com/dotnet/aspire/issues/10925,"[AspireE2E]This two codes ""parallels@ubuntu-linux-22-04-02-desktop:~$ "" and ""(Type to search)"" are on the same line.",Uncategorized,feature,244,2025-08-12,needs-retriage
10921,https://github.com/dotnet/aspire/issues/10921,ExpressionResolver should throw when resolving endpoints that do not have AllocatedEndpoint infomration.,Polyglot,feature,244,2025-08-12,area-app-model
10920,https://github.com/dotnet/aspire/issues/10920,Centralized Build in for .NET projects,Polyglot,feature,244,2025-08-12,area-app-model
10916,https://github.com/dotnet/aspire/issues/10916,No table in dynamoDblocal after creating it via ResourceReadyEvent,Integrations,feature,244,2025-08-11,area-integrations; external
10889,https://github.com/dotnet/aspire/issues/10889,Bump patch version to 9.4.1 on the release branch,Infra,feature,247,2025-08-08,area-engineering-systems
10888,https://github.com/dotnet/aspire/issues/10888,Persistent SQL server restarted every time when launching tests,Integrations,feature,248,2025-08-08,needs-area-label
10885,https://github.com/dotnet/aspire/issues/10885,Ability to define Capabilities,Polyglot,feature,248,2025-08-08,area-app-model; area-orchestrator
10879,https://github.com/dotnet/aspire/issues/10879,Gracefully handle connection error between dashboard and app host,Dashboard,bug,248,2025-08-07,area-dashboard
11215,https://github.com/dotnet/aspire/issues/11215,Versions after 9.0.2 all create some kind of circular distributed cache dependency in my codebase,Uncategorized,feature,248,2025-08-07,needs-area-label
10876,https://github.com/dotnet/aspire/issues/10876,"Add asynchronous overload for WithCreationScript to support deferred value resolution for MySQL, PostgreSQL, and SQL Server",Integrations,feature,249,2025-08-07,area-integrations
10872,https://github.com/dotnet/aspire/issues/10872,"AI Foundry Integration, deploy/integrate Foundry features: Projects, Agents, Document Intelligence etc.",Deployment,feature,249,2025-08-07,area-integrations; ai; Azure.Provisioning
10871,https://github.com/dotnet/aspire/issues/10871,Aspire AI Foundry permissions,Inner Loop,feature,249,2025-08-07,area-integrations; ai
10855,https://github.com/dotnet/aspire/issues/10855,Create a workflow to automatically upgrade aspire extension npm packages,Uncategorized,feature,250,2025-08-06,needs-area-label
10841,https://github.com/dotnet/aspire/issues/10841,Traces Page jittering and jumping around while scrolling (in larger traces),Dashboard,feature,251,2025-08-05,area-dashboard
10840,https://github.com/dotnet/aspire/issues/10840,Azure SQL database provisioning after initial deployment,Integrations,feature,251,2025-08-05,area-integrations; azure
10823,https://github.com/dotnet/aspire/issues/10823,Adding a parent relationship to a container resource breaks `.WaitForCompletion()`,Polyglot,feature,253,2025-08-03,area-app-model
10809,https://github.com/dotnet/aspire/issues/10809,[CI] Follow up to build cli native archives on GH,Inner Loop,feature,255,2025-08-01,area-cli
10804,https://github.com/dotnet/aspire/issues/10804,CosmosDB Extension and Emulator Support Gremlin API,Integrations,feature,255,2025-08-01,area-integrations; azure; azure-cosmosdb
10784,https://github.com/dotnet/aspire/issues/10784,Aspire.Hosting.Docker - Product Volumes aren't mapped properly.,Deployment,feature,256,2025-07-31,area-deployment; docker-compose
10782,https://github.com/dotnet/aspire/issues/10782,JavaScript templates with ASP.NET Core backend and Aspire doesn't orchestrate the client project.,Polyglot,feature,256,2025-07-31,needs-area-label
10778,https://github.com/dotnet/aspire/issues/10778,Add EnableHostBindingPlaceholders flag to DockerComposeEnvironmentResource for host resource substitution,Deployment,feature,256,2025-07-31,area-deployment; docker-compose
10774,https://github.com/dotnet/aspire/issues/10774,"[AspireE2E] After installing 10.0 P7, running an existing 9.0/10.0 P6 Aspire project, an exception occurs in the CLI and the dashboard cannot be loaded correctly.",Dashboard,bug,256,2025-07-31,area-dashboard; needs-retriage
10770,https://github.com/dotnet/aspire/issues/10770,YARP extension functions should support `ReferenceExpression`,Integrations,feature,256,2025-07-31,area-integrations; yarp
10758,https://github.com/dotnet/aspire/issues/10758,[Proposal] First party support for the Azure Key Vault Emulator,Integrations,feature,257,2025-07-30,area-integrations; azure-keyvault
10743,https://github.com/dotnet/aspire/issues/10743,Feature Proposal: WithEnvFile for Aspire resources,Polyglot,feature,257,2025-07-30,area-app-model
10723,https://github.com/dotnet/aspire/issues/10723,CosmosDB emulator fails,Integrations,bug,258,2025-07-29,area-integrations; azure-cosmosdb
10721,https://github.com/dotnet/aspire/issues/10721,Azure Function url is different from the Aspire defined url,Deployment,feature,258,2025-07-29,area-integrations; azure; azure-functions
10719,https://github.com/dotnet/aspire/issues/10719,Keeping referenced containers automatically up to date,Polyglot,feature,258,2025-07-29,area-app-model; area-orchestrator
10711,https://github.com/dotnet/aspire/issues/10711,Testing broken network connections,Infra,bug,259,2025-07-28,area-app-testing
10707,https://github.com/dotnet/aspire/issues/10707,ConfigureCustomDomain should check for empty customDomain parameter,Integrations,feature,259,2025-07-28,area-integrations; azure
10694,https://github.com/dotnet/aspire/issues/10694,Deploy container only solution,Deployment,feature,259,2025-07-28,area-deployment
10693,https://github.com/dotnet/aspire/issues/10693,Default App container deployment encoded secrets,Deployment,feature,259,2025-07-28,area-tooling; area-deployment
10685,https://github.com/dotnet/aspire/issues/10685,Enrich existing Mongo client with telemetry instrumentation,Integrations,feature,260,2025-07-27,area-integrations
10683,https://github.com/dotnet/aspire/issues/10683,Support isExternal parameter on WithHttpEndpoint and WithHttpsEndpoint ,Polyglot,feature,261,2025-07-26,area-app-model
10675,https://github.com/dotnet/aspire/issues/10675,Label containers using a new `WithLabel(s)` API,Polyglot,feature,262,2025-07-25,area-app-model
10672,https://github.com/dotnet/aspire/issues/10672,Enhance Azure ServiceBus client integration to support deep linking and specific client injection,Integrations,feature,262,2025-07-25,area-integrations; azure-servicebus
10670,https://github.com/dotnet/aspire/issues/10670,Recognizable Volume Names,Polyglot,feature,262,2025-07-25,area-app-model
10668,https://github.com/dotnet/aspire/issues/10668,Unable to disable PGWeb default Healthcheck,Uncategorized,feature,262,2025-07-25,needs-area-label
10654,https://github.com/dotnet/aspire/issues/10654,Dashboard > Metrics: add color legend to the graph based on a tag,Dashboard,feature,263,2025-07-24,area-dashboard
10653,https://github.com/dotnet/aspire/issues/10653,Dashboard > Metric > Filters: add ability to filter by clicking the tag box,Dashboard,feature,263,2025-07-24,area-dashboard
10651,https://github.com/dotnet/aspire/issues/10651,OnResourceReady callback,Uncategorized,feature,263,2025-07-24,needs-area-label
10650,https://github.com/dotnet/aspire/issues/10650,"[AspireE2E] After using WithReplicas(2), when restarting a resource in the dashboard, the status of another resource changes to waiting, and starting it again does not make it run.",Dashboard,feature,263,2025-07-24,area-app-model
10646,https://github.com/dotnet/aspire/issues/10646,Button to toggle on/off all environment variables visiblity,Dashboard,feature,263,2025-07-24,area-dashboard
10638,https://github.com/dotnet/aspire/issues/10638,"[Aspire 10] - Obsolete AddProject<>, replace with AddDotnetApp",Polyglot,feature,264,2025-07-23,area-app-model
10630,https://github.com/dotnet/aspire/issues/10630,Mcp aspire template project,Polyglot,feature,264,2025-07-23,area-templates
10621,https://github.com/dotnet/aspire/issues/10621,Docker availability warnings should be more prominent in `aspire run` output,Inner Loop,feature,264,2025-07-23,area-cli
10616,https://github.com/dotnet/aspire/issues/10616,Customize HealthCheck for ExternalServiceResource,Polyglot,feature,264,2025-07-23,area-app-model
10615,https://github.com/dotnet/aspire/issues/10615,Pick the last 8 characters of `service.instance.id` rather than the first to show in the UI,Dashboard,feature,264,2025-07-23,area-dashboard
10608,https://github.com/dotnet/aspire/issues/10608,Package 'Aspire.AppHost.Sdk 9.3.1' has a package type 'DotnetPlatform' that is not supported by project 'Tickets',Uncategorized,feature,265,2025-07-22,needs-area-label
10605,https://github.com/dotnet/aspire/issues/10605,Publish sha512 checksums for Aspire Dashboard,Infra,feature,265,2025-07-22,area-engineering-systems
10590,https://github.com/dotnet/aspire/issues/10590,aspire exec - Slowness and error when running in home directory,Inner Loop,bug,265,2025-07-22,area-cli
10589,https://github.com/dotnet/aspire/issues/10589,aspire exec - CTRL+C experience,Inner Loop,feature,265,2025-07-22,area-cli
10563,https://github.com/dotnet/aspire/issues/10563,Centralized management of container image versions,Integrations,feature,267,2025-07-20,area-integrations
10559,https://github.com/dotnet/aspire/issues/10559,Improve Aspire compatibility error message to be more specific and actionable,Inner Loop,bug,267,2025-07-19,area-cli
